GENE ID	LOCUS TAG	PRODUCT NAME	SCAFFOLD ID	GENE SEQ LENGTH	READS COUNT	COVERAGE	 MEDIAN	READS COUNT ANTISENSE	COVERAGE ANTISENSE	MEDIAN ANTISENSE
3300055431 assembled Ga0505481_24443_3_518	null	hypothetical protein	Ga0505481_24443	516	57	6.04214726409518e-09	17	0	0	0
3300055431 assembled Ga0505481_03668_2_277	null	hypothetical protein	Ga0505481_03668	276	8	1.58542994572749e-09	4	64	1.26834395658199e-08	0
3300055431 assembled Ga0505481_19847_97_540	null	ubiquitin-conjugating enzyme E2 A	Ga0505481_19847	444	72	8.86983780447542e-09	24	0	0	0
3300055431 assembled Ga0505481_02035_1164_1649	null	hypothetical protein	Ga0505481_02035	486	194	2.18339148698644e-08	45	0	0	0
3300055431 assembled Ga0505481_20497_20_571	null	hypothetical protein	Ga0505481_20497	552	103	1.02062052756207e-08	24	0	0	0
3300055431 assembled Ga0505481_19951_2_577	null	hypothetical protein	Ga0505481_19951	576	76	7.21700923211368e-09	16	0	0	0
3300055431 assembled Ga0505481_20021_58_510	null	thioredoxin 1	Ga0505481_20021	453	235	2.83749962140963e-08	68	0	0	0
3300055431 assembled Ga0505481_19184_2_592	null	molecular chaperone DnaK	Ga0505481_19184	591	144	1.33272689854047e-08	35	0	0	0
3300055431 assembled Ga0505481_18284_92_607	null	RNA polymerase primary sigma factor	Ga0505481_18284	516	40	4.24010334322468e-09	12	0	0	0
3300055431 assembled Ga0505481_13806_55_711	null	Leucine-rich repeat (LRR) protein	Ga0505481_13806	657	62	5.16169658129544e-09	13	0	0	0
3300055431 assembled Ga0505481_25813_3_503	null	hypothetical protein	Ga0505481_25813	501	32	3.49364203609411e-09	10	0	0	0
3300055431 assembled Ga0505481_08553_666_809	null	hypothetical protein	Ga0505481_08553	144	28	1.06355925525886e-08	17	0	0	0
3300055431 assembled Ga0505481_21658_1_405	null	hypothetical protein	Ga0505481_21658	405	66	8.91363947264567e-09	17	0	0	0
3300055431 assembled Ga0505481_00976_232_2157	null	NADH-quinone oxidoreductase subunit G	Ga0505481_00976	1926	4038	1.14676963223906e-07	278	0	0	0
3300055431 assembled Ga0505481_24444_75_518	null	hypothetical protein	Ga0505481_24444	444	44	5.42045643606831e-09	14	0	0	0
3300055431 assembled Ga0505481_25818_1_78	null	hypothetical protein	Ga0505481_25818	78	13	9.11622218793307e-09	10	0	0	0
3300055431 assembled Ga0505481_04530_1075_1248	null	hypothetical protein	Ga0505481_04530	174	4	1.25740995695629e-09	2	0	0	0
3300055431 assembled Ga0505481_19102_58_591	null	hypothetical protein	Ga0505481_19102	534	58	5.94090884157436e-09	16	0	0	0
3300055431 assembled Ga0505481_18847_71_475	null	photosystem I subunit 6	Ga0505481_18847	405	671	9.0622001305231e-08	206	0	0	0
3300055431 assembled Ga0505481_00157_99_1001	null	hypothetical protein	Ga0505481_00157	903	223	1.35077577934158e-08	25	8	4.84583239225678e-10	0
3300055431 assembled Ga0505481_01375_1517_1990	null	diketogulonate reductase-like aldo/keto reductase	Ga0505481_01375	474	26	3.0002756567881e-09	4	1369	1.5797605285165e-07	379
3300055431 assembled Ga0505481_09283_40_594	null	drug/metabolite transporter (DMT)-like permease	Ga0505481_09283	555	136	1.34033104600962e-08	24	0	0	0
3300055431 assembled Ga0505481_01140_116_1378	null	photosystem II stability/assembly factor-like uncharacterized protein	Ga0505481_01140	1263	664	2.87561593006535e-08	66	0	0	0
3300055431 assembled Ga0505481_06929_211_981	null	tetratricopeptide (TPR) repeat protein	Ga0505481_06929	771	273	1.93675381891496e-08	45	0	0	0
3300055431 assembled Ga0505481_12141_54_188	null	hypothetical protein	Ga0505481_12141	135	29	1.17497974866693e-08	15	0	0	0
3300055431 assembled Ga0505481_06040_58_1065	null	phytoene dehydrogenase-like protein	Ga0505481_06040	1008	415	2.25192393332871e-08	54	0	0	0
3300055431 assembled Ga0505481_00154_2432_3760	null	predicted unusual protein kinase regulating ubiquinone biosynthesis (AarF/ABC1/UbiB family)	Ga0505481_00154	1329	613	2.52290934591556e-08	65	0	0	0
3300055431 assembled Ga0505481_19533_259_585	null	hypothetical protein	Ga0505481_19533	327	37	6.18899487988117e-09	13	0	0	0
3300055431 assembled Ga0505481_10025_21_848	null	hypothetical protein	Ga0505481_10025	828	114	7.53079224220558e-09	19	0	0	0
3300055431 assembled Ga0505481_19726_2_517	null	hypothetical protein	Ga0505481_19726	516	36	3.81609300890222e-09	7	0	0	0
3300055431 assembled Ga0505481_12844_560_739	null	ABC-type nickel/cobalt efflux system permease component RcnA	Ga0505481_12844	180	21	6.38135553155315e-09	12	0	0	0
3300055431 assembled Ga0505481_07297_88_999	null	large subunit GTPase 1	Ga0505481_07297	912	117	7.01709207886954e-09	16	0	0	0
3300055431 assembled Ga0505481_18057_77_589	null	Na+-driven multidrug efflux pump	Ga0505481_18057	513	72	7.67681868457522e-09	16	0	0	0
3300055431 assembled Ga0505481_10188_99_293	null	hypothetical protein	Ga0505481_10188	195	73	2.04764375298189e-08	14	0	0	0
3300055431 assembled Ga0505481_16198_274_648	null	pre-rRNA-processing protein TSR4	Ga0505481_16198	375	70	1.0210168850485e-08	24	0	0	0
3300055431 assembled Ga0505481_09359_216_356	null	hypothetical protein	Ga0505481_09359	141	351	1.36161446296362e-07	198	0	0	0
3300055431 assembled Ga0505481_26051_328_501	null	predicted  nucleic acid-binding Zn-ribbon protein	Ga0505481_26051	174	8	2.51481991391257e-09	3	0	0	0
3300055431 assembled Ga0505481_19663_5_583	null	large subunit ribosomal protein L10Ae	Ga0505481_19663	579	335	3.16469889425656e-08	86	0	0	0
3300055431 assembled Ga0505481_19917_42_578	null	hypothetical protein	Ga0505481_19917	537	70	7.13000618050631e-09	19	0	0	0
3300055431 assembled Ga0505481_11359_39_791	null	transcription initiation factor TFIID TATA-box-binding protein	Ga0505481_11359	753	62	4.5036316785008e-09	9	0	0	0
3300055431 assembled Ga0505481_09460_186_875	null	hypothetical protein	Ga0505481_09460	690	392	3.10744269362588e-08	54.5	2	1.58542994572749e-10	0
3300055431 assembled Ga0505481_09245_40_885	null	S-adenosylmethionine synthetase	Ga0505481_09245	846	234	1.51290495884847e-08	38	0	0	0
3300055431 assembled Ga0505481_14608_564_689	null	hypothetical protein	Ga0505481_14608	126	15	6.51158727709505e-09	15	0	0	0
3300055431 assembled Ga0505481_00200_213_3311	null	long-subunit acyl-CoA synthetase (AMP-forming)	Ga0505481_00200	3099	13322	2.35133227468818e-07	403	13	2.29449929221936e-10	0
3300055431 assembled Ga0505481_14770_448_684	null	hypothetical protein	Ga0505481_14770	237	178	4.10806974544832e-08	88	0	0	0
3300055431 assembled Ga0505481_19459_92_544	null	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	Ga0505481_19459	453	207	2.49941456013529e-08	31	0	0	0
3300055431 assembled Ga0505481_07096_24_911	null	RNA polymerase sigma-32 factor	Ga0505481_07096	888	170	1.04713362969501e-08	23	4	2.46384383457651e-10	0
3300055431 assembled Ga0505481_09601_393_665	null	large subunit ribosomal protein L27Ae	Ga0505481_09601	273	527	1.05587892154741e-07	186	0	0	0
3300055431 assembled Ga0505481_23370_430_531	null	hypothetical protein	Ga0505481_23370	102	48	2.5739921471811e-08	22	0	0	0
3300055431 assembled Ga0505481_08715_91_915	null	phage-related minor tail protein	Ga0505481_08715	825	60	3.97798786382534e-09	10	8	5.30398381843379e-10	0
3300055431 assembled Ga0505481_03476_2_1099	null	protein phosphatase 1G	Ga0505481_03476	1098	290	1.44464723196754e-08	38.5	0	0	0
3300055431 assembled Ga0505481_13174_30_479	null	hypothetical protein	Ga0505481_13174	450	129	1.56799021632449e-08	37	0	0	0
3300055431 assembled Ga0505481_20792_45_512	null	small subunit ribosomal protein S19e	Ga0505481_20792	468	256	2.99199087193701e-08	64	0	0	0
3300055431 assembled Ga0505481_19272_249_557	null	hypothetical protein	Ga0505481_19272	309	33	5.84146276119983e-09	10	0	0	0
3300055431 assembled Ga0505481_17753_1_120	null	hypothetical protein	Ga0505481_17753	120	31	1.41301443912963e-08	28	0	0	0
3300055431 assembled Ga0505481_25095_19_510	null	hypothetical protein	Ga0505481_25095	492	74	8.22683465740302e-09	27	0	0	0
3300055431 assembled Ga0505481_22255_192_545	null	ribosomal protein L37AE/L43A	Ga0505481_22255	354	477	7.37023387058318e-08	143	0	0	0
3300055431 assembled Ga0505481_11081_3_242	null	hypothetical protein	Ga0505481_11081	240	48	1.09394666255197e-08	19	0	0	0
3300055431 assembled Ga0505481_02098_271_1674	null	succinate-semialdehyde dehydrogenase/glutarate-semialdehyde dehydrogenase	Ga0505481_02098	1404	1592	6.20214774495276e-08	102	0	0	0
3300055431 assembled Ga0505481_01811_86_973	null	glutamine synthetase	Ga0505481_01811	888	965	5.94402325091582e-08	136	0	0	0
3300055431 assembled Ga0505481_01230_3_143	null	predicted DsbA family dithiol-disulfide isomerase	Ga0505481_01230	141	280	1.08618817558351e-07	198	0	0	0
3300055431 assembled Ga0505481_12067_1_243	null	C-terminal processing protease CtpA/Prc	Ga0505481_12067	243	69	1.55313415053675e-08	12	0	0	0
3300055431 assembled Ga0505481_06174_46_936	null	chlorophyll(ide) b reductase	Ga0505481_06174	891	290	1.78027234646504e-08	30	0	0	0
3300055431 assembled Ga0505481_06531_13_1053	null	hypothetical protein	Ga0505481_06531	1041	104	5.46447900602328e-09	10	0	0	0
3300055431 assembled Ga0505481_14439_6_692	null	hypothetical protein	Ga0505481_14439	687	87	6.92673650960853e-09	16	0	0	0
3300055431 assembled Ga0505481_18273_49_498	null	large subunit ribosomal protein L27Ae	Ga0505481_18273	450	121	1.47075051298654e-08	34	0	0	0
3300055431 assembled Ga0505481_13553_185_397	null	hypothetical protein	Ga0505481_13553	213	52	1.33533395428879e-08	23	0	0	0
3300055431 assembled Ga0505481_21524_52_555	null	hypothetical protein	Ga0505481_21524	504	28	3.03874072931102e-09	8	0	0	0
3300055431 assembled Ga0505481_20921_3_542	null	hypothetical protein	Ga0505481_20921	540	35	3.54519751752953e-09	8	0	0	0
3300055431 assembled Ga0505481_05092_813_1094	null	hypothetical protein	Ga0505481_05092	282	100	1.93962174211342e-08	33	0	0	0
3300055431 assembled Ga0505481_03310_568_1416	null	pyruvate decarboxylase	Ga0505481_03310	849	192	1.23697149122484e-08	32	0	0	0
3300055431 assembled Ga0505481_10218_15_839	null	mannosyltransferase OCH1-like enzyme	Ga0505481_10218	825	79	5.23768402070337e-09	15	2	1.32599595460845e-10	0
3300055431 assembled Ga0505481_15232_3_494	null	tRNA A37 threonylcarbamoyltransferase TsaD	Ga0505481_15232	492	68	7.55979400950547e-09	19	0	0	0
3300055431 assembled Ga0505481_02394_20_991	null	hypothetical protein	Ga0505481_02394	972	7044	3.96386846245682e-07	917	2	1.12545952937445e-10	0
3300055431 assembled Ga0505481_08007_13_468	null	hypothetical protein	Ga0505481_08007	456	98	1.17551286107558e-08	23	0	0	0
3300055431 assembled Ga0505481_00201_36_371	null	hypothetical protein	Ga0505481_00201	336	38	6.1860079132403e-09	16	77	1.2534805508408e-08	16
3300055431 assembled Ga0505481_05813_97_1116	null	hypothetical protein	Ga0505481_05813	1020	12948	6.94334381702102e-07	1358.5	10	5.36248363996063e-10	0
3300055431 assembled Ga0505481_03589_485_1327	null	light-harvesting complex II chlorophyll a/b binding protein 4	Ga0505481_03589	843	513	3.32855657111008e-08	87	0	0	0
3300055431 assembled Ga0505481_06053_57_1049	null	3-hydroxyisobutyrate dehydrogenase-like beta-hydroxyacid dehydrogenase	Ga0505481_06053	993	347	1.91137709922222e-08	53	6	3.30497481133525e-10	0
3300055431 assembled Ga0505481_07419_16_996	null	hypothetical protein	Ga0505481_07419	981	278	1.55003655550177e-08	41	0	0	0
3300055431 assembled Ga0505481_04608_91_1155	null	cathepsin X	Ga0505481_04608	1065	1494	7.67303433733634e-08	158	0	0	0
3300055431 assembled Ga0505481_17832_75_473	null	hypothetical protein	Ga0505481_17832	399	62	8.49933497220828e-09	12	0	0	0
3300055431 assembled Ga0505481_00880_75_1820	null	sulfite oxidase	Ga0505481_00880	1746	6593	2.06540387921109e-07	413	12	3.75926688162189e-10	0
3300055431 assembled Ga0505481_12966_75_458	null	small subunit ribosomal protein S24e	Ga0505481_12966	384	626	8.91680482757204e-08	180	0	0	0
3300055431 assembled Ga0505481_15438_358_666	null	hypothetical protein	Ga0505481_15438	309	33	5.84146276119983e-09	11	0	0	0
3300055431 assembled Ga0505481_13755_2_712	null	hypothetical protein	Ga0505481_13755	711	96	7.38529392440148e-09	21	0	0	0
3300055431 assembled Ga0505481_02276_1068_1658	null	hypothetical protein	Ga0505481_02276	591	74	6.84873545083297e-09	14	0	0	0
3300055431 assembled Ga0505481_04211_1193_1291	null	hypothetical protein	Ga0505481_04211	99	47	2.59674207777488e-08	39	0	0	0
3300055431 assembled Ga0505481_02132_7_975	null	hypothetical protein	Ga0505481_02132	969	147	8.29773784288645e-09	19	30	1.69341588630336e-09	0
3300055431 assembled Ga0505481_01272_63_941	null	hypothetical protein	Ga0505481_01272	879	734	4.56744510985862e-08	98	0	0	0
3300055431 assembled Ga0505481_19061_50_592	null	hypothetical protein	Ga0505481_19061	543	204	2.05492743241806e-08	45	66	6.64829463429373e-09	20
3300055431 assembled Ga0505481_13893_88_708	null	hypothetical protein	Ga0505481_13893	621	99	8.7198647015012e-09	23	0	0	0
3300055431 assembled Ga0505481_21938_20_550	null	large subunit ribosomal protein L6e	Ga0505481_21938	531	1295	1.33395567608738e-07	178	0	0	0
3300055431 assembled Ga0505481_16436_37_645	null	glycogenin glucosyltransferase	Ga0505481_16436	609	68	6.10741979093053e-09	12	0	0	0
3300055431 assembled Ga0505481_10174_3_533	null	putative membrane protein	Ga0505481_10174	531	2	2.06016320631256e-10	0	82	8.44666914588149e-09	18
3300055431 assembled Ga0505481_13431_350_721	null	hypothetical protein	Ga0505481_13431	372	45	6.61661287833852e-09	14	0	0	0
3300055431 assembled Ga0505481_13918_143_706	null	hypothetical protein	Ga0505481_13918	564	145	1.40622576303223e-08	30	0	0	0
3300055431 assembled Ga0505481_02660_342_752	null	arginine/serine-rich splicing factor 2	Ga0505481_02660	411	158	2.10271986232617e-08	52	0	0	0
3300055431 assembled Ga0505481_10462_213_515	null	hypothetical protein	Ga0505481_10462	303	92	1.66077711146503e-08	15	0	0	0
3300055431 assembled Ga0505481_11010_89_733	null	small subunit ribosomal protein S5	Ga0505481_11010	645	47	3.9856971426312e-09	10	0	0	0
3300055431 assembled Ga0505481_25263_1_357	null	hypothetical protein	Ga0505481_25263	357	18	2.75784872912261e-09	7	0	0	0
3300055431 assembled Ga0505481_01209_41_271	null	hypothetical protein	Ga0505481_01209	231	8	1.89427993515492e-09	4	275	6.51158727709505e-08	129
3300055431 assembled Ga0505481_04820_90_1211	null	tubulin beta	Ga0505481_04820	1122	579	2.82261638867019e-08	75	0	0	0
3300055431 assembled Ga0505481_16113_40_651	null	hypothetical protein	Ga0505481_16113	612	140	1.25124618265748e-08	39	0	0	0
3300055431 assembled Ga0505481_21013_12_407	null	uncharacterized protein (AIM24 family)	Ga0505481_21013	396	50	6.90622893025233e-09	18	0	0	0
3300055431 assembled Ga0505481_09963_15_851	null	hypothetical protein	Ga0505481_09963	837	90	5.88143366963424e-09	14	0	0	0
3300055431 assembled Ga0505481_03695_1291_1368	null	hypothetical protein	Ga0505481_03695	78	2	1.40249572122047e-09	2	0	0	0
3300055431 assembled Ga0505481_07879_2_661	null	hypothetical protein	Ga0505481_07879	660	218	1.80666948815401e-08	33	0	0	0
3300055431 assembled Ga0505481_12122_2_763	null	elongation factor 1-alpha	Ga0505481_12122	762	382	2.74204478408696e-08	79	0	0	0
3300055431 assembled Ga0505481_26033_1_468	null	small GTP-binding protein	Ga0505481_26033	468	60	7.01247860610236e-09	20	0	0	0
3300055431 assembled Ga0505481_11602_14_784	null	L1 cell adhesion molecule like protein	Ga0505481_11602	771	60	4.25660179981311e-09	12	0	0	0
3300055431 assembled Ga0505481_17331_1_627	null	Leucine-rich repeat (LRR) protein	Ga0505481_17331	627	206	1.79707346479829e-08	18	0	0	0
3300055431 assembled Ga0505481_18177_394_609	null	hypothetical protein	Ga0505481_18177	216	32	8.10330861149606e-09	18	0	0	0
3300055431 assembled Ga0505481_18367_114_263	null	hypothetical protein	Ga0505481_18367	150	33	1.20334132880717e-08	17	0	0	0
3300055431 assembled Ga0505481_12001_287_727	null	HSP20 family protein	Ga0505481_12001	441	2278	2.82540872709e-07	638	0	0	0
3300055431 assembled Ga0505481_08333_184_918	null	hypothetical protein	Ga0505481_08333	735	665	4.94880633059224e-08	119	9	6.6976326278692e-10	0
3300055431 assembled Ga0505481_15038_519_677	null	hypothetical protein	Ga0505481_15038	159	360	1.2384301840211e-07	171	0	0	0
3300055431 assembled Ga0505481_02050_164_1672	null	hypothetical protein	Ga0505481_02050	1509	1051	3.80960219463923e-08	67	0	0	0
3300055431 assembled Ga0505481_05781_71_1090	null	presenilin 1	Ga0505481_05781	1020	648	3.47488939869449e-08	108	0	0	0
3300055431 assembled Ga0505481_00710_1743_2351	null	hypothetical protein	Ga0505481_00710	609	384	3.44889588193724e-08	75	4	3.59259987701796e-10	0
3300055431 assembled Ga0505481_09262_401_703	null	Tfp pilus assembly protein FimV	Ga0505481_09262	303	46	8.30388555732517e-09	21	17	3.06882727118539e-09	5
3300055431 assembled Ga0505481_21722_7_552	null	hypothetical protein	Ga0505481_21722	546	32	3.20570450564679e-09	7	0	0	0
3300055431 assembled Ga0505481_01197_794_1912	null	UDP-glucose 4,6-dehydratase	Ga0505481_01197	1119	622	3.04037008090851e-08	70	0	0	0
3300055431 assembled Ga0505481_06926_540_1031	null	hypothetical protein	Ga0505481_06926	492	49	5.44749862449659e-09	12	0	0	0
3300055431 assembled Ga0505481_13740_234_674	null	large subunit ribosomal protein L26e	Ga0505481_13740	441	2021	2.50665102609697e-07	342	0	0	0
3300055431 assembled Ga0505481_13393_540_698	null	solute carrier family 25 carnitine/acylcarnitine transporter 20/29	Ga0505481_13393	159	79	2.71766623715741e-08	55	0	0	0
3300055431 assembled Ga0505481_16623_219_641	null	ankyrin repeat protein	Ga0505481_16623	423	77	9.95672494284889e-09	21	5	6.46540580704473e-10	0
3300055431 assembled Ga0505481_17091_3_629	null	propionyl-CoA carboxylase alpha chain	Ga0505481_17091	627	70	6.10656031727574e-09	20	0	0	0
3300055431 assembled Ga0505481_11627_84_782	null	WD40 repeat protein	Ga0505481_11627	699	142	1.11116184608283e-08	23	0	0	0
3300055431 assembled Ga0505481_19719_505_582	null	hypothetical protein	Ga0505481_19719	78	3	2.10374358183071e-09	3	0	0	0
3300055431 assembled Ga0505481_01793_1476_1748	null	hypothetical protein	Ga0505481_01793	273	432	8.65540216524634e-08	214	0	0	0
3300055431 assembled Ga0505481_05288_415_1134	null	hypothetical protein	Ga0505481_05288	720	308	2.33983036156949e-08	57	0	0	0
3300055431 assembled Ga0505481_08572_2_580	null	F-type H+-transporting ATPase subunit b	Ga0505481_08572	579	261	2.46563107880884e-08	74	0	0	0
3300055431 assembled Ga0505481_13175_2_727	null	hypothetical protein	Ga0505481_13175	726	89	6.70532045228135e-09	19	0	0	0
3300055431 assembled Ga0505481_07212_2_97	null	hypothetical protein	Ga0505481_07212	96	28	1.59533888288829e-08	22	0	0	0
3300055431 assembled Ga0505481_08958_166_420	null	cofilin	Ga0505481_08958	255	454	9.7382702901685e-08	169	0	0	0
3300055431 assembled Ga0505481_07666_24_905	null	Ca2+-transporting ATPase	Ga0505481_07666	882	218	1.35192954895878e-08	34.5	0	0	0
3300055431 assembled Ga0505481_03652_74_1303	null	hypothetical protein	Ga0505481_03652	1230	2062	9.16958543976488e-08	223	21	9.33856907056559e-10	0
3300055431 assembled Ga0505481_20528_1_528	null	hypothetical protein	Ga0505481_20528	528	74	7.66591411258008e-09	19	0	0	0
3300055431 assembled Ga0505481_01101_229_807	null	hypothetical protein	Ga0505481_01101	579	204	1.92715992366668e-08	33	0	0	0
3300055431 assembled Ga0505481_00208_2949_3119	null	hypothetical protein	Ga0505481_00208	171	284	9.08423544341401e-08	137	0	0	0
3300055431 assembled Ga0505481_25718_1_306	null	solute carrier family 25 carnitine/acylcarnitine transporter 20/29	Ga0505481_25718	306	95	1.69811981932087e-08	39	0	0	0
3300055431 assembled Ga0505481_08627_136_690	null	Ras-related protein Rab-5C	Ga0505481_08627	555	293	2.88762497412367e-08	61	0	0	0
3300055431 assembled Ga0505481_01143_1_1890	null	1,4-alpha-glucan branching enzyme	Ga0505481_01143	1890	769	2.2255158293716e-08	41	0	0	0
3300055431 assembled Ga0505481_15048_9_677	null	hypothetical protein	Ga0505481_15048	669	83	6.78606674079323e-09	19	0	0	0
3300055431 assembled Ga0505481_08277_337_939	null	peptide chain release factor subunit 1	Ga0505481_08277	603	211	1.91395311607351e-08	46	0	0	0
3300055431 assembled Ga0505481_16620_182_640	null	phytoene dehydrogenase-like protein	Ga0505481_16620	459	5636	6.71621284329291e-07	1516	0	0	0
3300055431 assembled Ga0505481_09940_1_717	null	endonuclease/exonuclease/phosphatase family metal-dependent hydrolase	Ga0505481_09940	717	112	8.54407435187033e-09	12	0	0	0
3300055431 assembled Ga0505481_00087_1000_2697	null	DNA polymerase alpha subunit A	Ga0505481_00087	1698	1213	3.90741254910347e-08	88	0	0	0
3300055431 assembled Ga0505481_08537_16_879	null	hypothetical protein	Ga0505481_08537	864	140	8.86299379382382e-09	22	8	5.06456788218504e-10	0
3300055431 assembled Ga0505481_22535_1_453	null	predicted DsbA family dithiol-disulfide isomerase	Ga0505481_22535	453	55	6.64095656074595e-09	16	0	0	0
3300055431 assembled Ga0505481_19407_353_475	null	hypothetical protein	Ga0505481_19407	123	43	1.91218319063962e-08	21	0	0	0
3300055431 assembled Ga0505481_03309_342_1010	null	hypothetical protein	Ga0505481_03309	669	2329	1.90418667943463e-07	424	0	0	0
3300055431 assembled Ga0505481_10138_100_804	null	hypothetical protein	Ga0505481_10138	705	418	3.24304755281364e-08	82	0	0	0
3300055431 assembled Ga0505481_07060_223_978	null	pyridoxal 5'-phosphate synthase pdxS subunit	Ga0505481_07060	756	166	1.20102609777531e-08	30	0	0	0
3300055431 assembled Ga0505481_19391_3_377	null	hypothetical protein	Ga0505481_19391	375	50	7.29297775034646e-09	18	0	0	0
3300055431 assembled Ga0505481_03308_95_877	null	PAB-dependent poly(A)-specific ribonuclease subunit 2	Ga0505481_03308	783	318	2.22142425728944e-08	38	90	6.28704978478143e-09	10
3300055431 assembled Ga0505481_02939_24_1493	null	5-methyltetrahydrofolate--homocysteine methyltransferase	Ga0505481_02939	1470	442	1.64464090084344e-08	28	0	0	0
3300055431 assembled Ga0505481_02696_628_1551	null	hypothetical protein	Ga0505481_02696	924	1092	6.46423027871618e-08	142	6	3.55177487841548e-10	0
3300055431 assembled Ga0505481_00069_406_3507	null	hypothetical protein	Ga0505481_00069	3102	2451	4.32182989992727e-08	58	1	1.76329249283038e-11	0
3300055431 assembled Ga0505481_25106_39_512	null	glutathione S-transferase	Ga0505481_25106	474	58	6.69292261898884e-09	17	0	0	0
3300055431 assembled Ga0505481_20149_53_484	null	hypothetical protein	Ga0505481_20149	432	164	2.07647283169587e-08	40	0	0	0
3300055431 assembled Ga0505481_13597_272_658	null	hydroxylamine reductase (hybrid-cluster protein)	Ga0505481_13597	387	55	7.77352279591192e-09	13	0	0	0
3300055431 assembled Ga0505481_15112_125_604	null	enamine deaminase RidA (YjgF/YER057c/UK114 family)	Ga0505481_15112	480	366	4.17067165097938e-08	87	0	0	0
3300055431 assembled Ga0505481_12931_639_737	null	hypothetical protein	Ga0505481_12931	99	44	2.43099258344882e-08	34	0	0	0
3300055431 assembled Ga0505481_22472_146_541	null	anoctamin-10/anoctamin-7	Ga0505481_22472	396	67	9.25434676653812e-09	19	0	0	0
3300055431 assembled Ga0505481_20832_1_495	null	hypothetical protein	Ga0505481_20832	495	40	4.41998651536149e-09	11	0	0	0
3300055431 assembled Ga0505481_17134_1_423	null	hypothetical protein	Ga0505481_17134	423	7377	9.5390597277138e-07	1835	0	0	0
3300055431 assembled Ga0505481_10841_306_503	null	hypothetical protein	Ga0505481_10841	198	67	1.85086935330762e-08	31	0	0	0
3300055431 assembled Ga0505481_08824_293_832	null	hypothetical protein	Ga0505481_08824	540	1457	1.47581508086872e-07	352.5	22	2.22840986816142e-09	0
3300055431 assembled Ga0505481_15706_302_640	null	broad specificity phosphatase PhoE	Ga0505481_15706	339	35	5.64721728456031e-09	10	0	0	0
3300055431 assembled Ga0505481_05330_603_719	null	hypothetical protein	Ga0505481_05330	117	22	1.02849686222835e-08	19	0	0	0
3300055431 assembled Ga0505481_19030_1_579	null	hypothetical protein	Ga0505481_19030	579	48	4.53449393803925e-09	13	0	0	0
3300055431 assembled Ga0505481_08775_16_798	null	large subunit ribosomal protein L7Ae	Ga0505481_08775	783	746	5.21126571049661e-08	135	0	0	0
3300055431 assembled Ga0505481_20788_171_566	null	large subunit ribosomal protein L4e	Ga0505481_20788	396	36	4.97248482978168e-09	15	0	0	0
3300055431 assembled Ga0505481_13390_93_623	null	hypothetical protein	Ga0505481_13390	531	180	1.8541468856813e-08	48	0	0	0
3300055431 assembled Ga0505481_15932_73_654	null	hypothetical protein	Ga0505481_15932	582	34	3.1953768493786e-09	5	0	0	0
3300055431 assembled Ga0505481_18629_124_576	null	hypothetical protein	Ga0505481_18629	453	96	1.15914878151202e-08	11	0	0	0
3300055431 assembled Ga0505481_14430_2_658	null	selenocysteine lyase/cysteine desulfurase	Ga0505481_14430	657	137	1.14056843812496e-08	28	0	0	0
3300055431 assembled Ga0505481_20978_202_564	null	malate/lactate dehydrogenase	Ga0505481_20978	363	33	4.97248482978168e-09	8	0	0	0
3300055431 assembled Ga0505481_17614_8_619	null	acyl-CoA oxidase	Ga0505481_17614	612	64	5.71998254929134e-09	12	0	0	0
3300055431 assembled Ga0505481_03049_1148_1477	null	cyclophilin family peptidyl-prolyl cis-trans isomerase	Ga0505481_03049	330	93	1.54147029723232e-08	35	0	0	0
3300055431 assembled Ga0505481_11521_640_786	null	hypothetical protein	Ga0505481_11521	147	68	2.53021677052836e-08	33	0	0	0
3300055431 assembled Ga0505481_25146_3_152	null	glutamate dehydrogenase (NADP+)	Ga0505481_25146	150	8	2.91719110013858e-09	4	0	0	0
3300055431 assembled Ga0505481_24779_272_508	null	dTDP-4-dehydrorhamnose reductase	Ga0505481_24779	237	34	7.84687479467657e-09	13	0	0	0
3300055431 assembled Ga0505481_05249_440_1132	null	ribosome-associated toxin RatA of RatAB toxin-antitoxin module	Ga0505481_05249	693	198	1.56278094650281e-08	37	0	0	0
3300055431 assembled Ga0505481_20523_381_569	null	hypothetical protein	Ga0505481_20523	189	18	5.20926982167604e-09	10	0	0	0
3300055431 assembled Ga0505481_10465_668_826	null	hypothetical protein	Ga0505481_10465	159	73	2.51126120648722e-08	19	0	0	0
3300055431 assembled Ga0505481_20278_2_514	null	O-methyltransferase involved in polyketide biosynthesis	Ga0505481_20278	513	67	7.14370627592416e-09	15	0	0	0
3300055431 assembled Ga0505481_18632_78_443	null	hypothetical protein	Ga0505481_18632	366	5	7.4723132687976e-10	2	79	1.18062549647002e-08	25
3300055431 assembled Ga0505481_05365_4_954	null	hypothetical protein	Ga0505481_05365	951	275	1.58167892850574e-08	40	0	0	0
3300055431 assembled Ga0505481_18013_1_576	null	tubulin alpha	Ga0505481_18013	576	122	1.15851990304983e-08	30	0	0	0
3300055431 assembled Ga0505481_07135_899_1015	null	hypothetical protein	Ga0505481_07135	117	20	9.34997147480315e-09	18	0	0	0
3300055431 assembled Ga0505481_06169_660_851	null	hypothetical protein	Ga0505481_06169	192	6	1.70929166023745e-09	0	86	2.44998471300701e-08	56
